year,month,res.price,res.sales.adj,com.price,com.sales.adj,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM,DT90,DX32,DT00,DT32,DP01,DP05,DP10,MDPT,VISIB,WDSP,MWSPD,GUST,HTDD,CLDD,LABOR,EMP,UNEMP,UNEMPRATE,PCINCOME,GSP
2002,9,8.09,10201.80,6.50,7211.89,1.13,0.00,2.91,0.00,91.66,57.64,85.91,69.76,77.83,5.44,0.00,0.00,0.00,5.25,2.06,0.69,73.14,8.95,6.84,12.83,19.40,0.00,334.14,8152587.00,7706489.00,446098.00,5.50,36136.86,658732.00
2002,10,8.14,9235.98,6.58,6865.37,1.66,0.00,3.07,0.00,88.44,38.85,76.03,55.57,65.78,0.63,0.00,0.00,0.69,4.25,1.88,1.00,68.62,8.73,5.66,10.95,16.67,13.31,234.89,8156106.00,7712234.00,443872.00,5.40,36136.86,658732.00
2002,11,8.21,7833.48,6.61,6418.00,2.53,0.00,7.54,0.00,80.99,37.75,70.24,50.26,60.26,0.00,0.00,0.00,1.56,7.56,4.31,2.63,55.11,9.05,6.46,11.83,18.05,197.45,52.96,8157225.00,7715098.00,442127.00,5.40,36136.86,658732.00
2002,12,7.92,7662.98,6.61,5958.05,0.56,0.00,0.81,0.00,77.81,27.37,66.02,43.27,54.65,0.00,0.00,0.00,5.00,1.25,0.38,0.25,50.56,8.80,6.82,12.37,18.67,334.41,20.33,8158210.00,7717879.00,440331.00,5.40,36136.86,658732.00
2003,1,8.09,8855.47,6.82,5743.23,1.05,0.00,3.30,0.00,83.29,41.01,73.47,52.95,63.21,0.00,0.00,0.00,0.24,5.18,2.53,0.82,42.34,9.21,6.96,12.55,18.45,490.06,2.62,8162164.00,7723128.00,439036.00,5.40,36458.15,686575.00
2003,2,7.99,8370.91,6.86,5550.37,2.05,0.00,6.31,0.00,88.18,45.06,80.07,62.60,71.35,2.24,0.00,0.00,0.00,8.00,4.00,2.12,53.73,8.55,6.81,12.64,18.48,227.18,22.89,8170535.00,7732013.00,438522.00,5.40,36458.15,686575.00
2003,3,8.21,7073.85,6.91,5824.63,1.55,0.00,2.96,0.00,88.01,43.73,80.57,61.09,70.85,0.29,0.00,0.00,0.12,3.41,2.00,1.29,62.19,8.01,6.58,12.89,19.40,79.82,98.80,8181643.00,7742819.00,438824.00,5.40,36458.15,686575.00
2003,4,8.87,6838.94,7.04,5877.80,2.13,0.00,5.15,0.00,92.27,63.94,87.69,70.40,79.06,9.00,0.00,0.00,0.00,5.76,3.06,1.53,59.68,8.89,6.99,12.89,18.54,62.76,85.47,8191778.00,7751755.00,440023.00,5.40,36458.15,686575.00
2003,5,8.56,7802.79,7.16,6344.29,2.35,0.00,10.06,0.00,92.46,64.76,88.12,73.11,80.62,9.41,0.00,NA,0.06,13.24,6.76,3.47,68.35,8.83,6.47,12.28,18.03,0.03,273.60,8198409.00,7756964.00,441445.00,5.40,36458.15,686575.00
2003,6,8.51,9088.80,7.04,6860.54,1.92,0.00,6.37,0.00,93.91,70.13,89.70,74.30,82.00,17.12,0.00,0.00,0.00,11.12,3.76,1.59,71.60,8.66,6.06,12.87,20.08,0.00,304.72,8203293.00,7761567.00,441726.00,5.40,36458.15,686575.00
2003,7,8.49,10067.79,6.91,7190.53,1.94,0.00,9.43,0.00,93.04,70.95,89.04,74.18,81.62,12.94,0.00,0.00,0.00,14.18,6.71,3.00,72.58,8.95,5.50,12.62,20.22,0.00,347.80,8208618.00,7769611.00,439007.00,5.30,36458.15,686575.00
2003,8,8.72,10072.22,7.23,7198.36,2.27,0.00,7.65,0.00,92.23,66.24,87.76,72.29,80.03,8.88,0.00,0.00,0.00,9.76,4.71,2.18,73.22,8.89,5.46,12.89,20.50,0.00,334.35,8216447.00,7783875.00,432572.00,5.30,36458.15,686575.00
2003,9,8.74,9981.04,7.25,7226.62,1.34,0.00,2.83,0.00,89.21,57.17,83.83,67.03,75.40,1.94,0.00,0.00,0.00,4.12,2.18,0.71,70.59,8.73,5.95,11.99,18.68,1.56,279.79,8228756.00,7805597.00,423159.00,5.10,36458.15,686575.00
2003,10,8.88,8366.38,7.46,6632.82,1.68,0.00,3.39,0.00,86.84,41.67,79.64,61.10,70.46,0.12,0.06,0.00,0.41,4.53,1.82,0.76,65.47,8.72,6.19,11.51,17.28,17.23,174.09,8246850.00,7833662.00,413188.00,5.00,36458.15,686575.00
2003,11,8.98,7304.12,7.44,6306.29,1.22,0.00,2.11,0.00,79.48,34.24,69.38,47.68,58.51,0.00,0.00,0.00,2.24,3.12,1.41,0.59,60.25,8.96,7.35,12.96,19.64,95.43,97.81,8270027.00,7864890.00,405137.00,4.90,36458.15,686575.00
2003,12,8.65,7761.34,7.42,6154.55,1.17,0.00,2.42,0.00,81.34,34.94,69.94,48.01,58.96,0.00,0.00,0.00,3.06,4.00,1.88,0.76,48.33,9.11,6.92,12.69,18.89,355.16,8.11,8295503.00,7895349.00,400154.00,4.80,36458.15,686575.00
2004,1,8.80,8617.01,7.57,5837.22,2.00,0.00,4.87,0.00,82.70,36.45,71.01,52.40,61.69,0.00,0.00,0.00,0.59,5.59,2.82,2.06,48.39,8.65,6.44,11.89,18.22,364.24,9.19,8320202.00,7922139.00,398063.00,4.80,37950.05,725025.00
2004,2,8.84,7636.88,7.73,5534.39,0.84,0.00,1.15,0.00,85.18,43.82,77.56,56.98,67.27,0.00,0.00,0.00,0.24,1.76,0.76,0.35,52.01,8.23,7.48,13.19,19.29,278.55,19.93,8343056.00,7945130.00,397926.00,4.80,37950.05,725025.00
2004,3,8.94,6950.61,7.67,5762.96,1.13,0.00,2.32,0.00,87.88,46.82,79.88,58.58,69.23,0.29,0.00,0.00,0.00,3.76,1.76,0.65,54.21,8.93,7.87,13.89,19.87,120.10,34.00,8365540.00,7967191.00,398349.00,4.80,37950.05,725025.00
2004,4,9.91,6351.98,7.68,5750.86,1.00,0.00,1.73,0.00,94.16,56.59,86.68,67.90,77.31,7.41,0.00,0.00,0.00,3.06,1.18,0.35,55.65,8.94,7.65,13.91,19.76,83.48,62.76,8387772.00,7990041.00,397731.00,4.70,37950.05,725025.00
2004,5,8.95,7459.06,7.59,6322.27,2.15,0.00,7.48,0.00,95.40,68.70,90.83,73.55,82.18,21.82,0.00,0.00,0.00,10.47,4.65,2.59,64.80,9.09,7.68,13.23,18.61,5.70,225.46,8409777.00,8013924.00,395853.00,4.70,37950.05,725025.00
2004,6,8.86,9938.63,7.53,6954.98,2.31,0.00,7.53,0.00,95.79,69.78,90.82,74.26,82.53,22.53,0.06,0.00,0.00,10.94,4.71,2.24,71.60,9.08,5.87,13.31,20.78,0.02,342.72,8431799.00,8038543.00,393256.00,4.70,37950.05,725025.00
2004,7,8.93,10969.15,7.42,7388.21,2.65,0.00,11.26,0.00,94.10,70.09,89.88,74.49,82.18,18.71,0.00,0.00,0.00,13.59,7.53,3.76,72.18,8.67,5.24,12.16,19.82,0.00,373.78,8454515.00,8063806.00,390709.00,4.60,37950.05,725025.00
2004,8,8.93,10181.57,7.49,7116.82,4.30,0.00,13.24,0.00,92.82,69.00,87.58,74.36,80.96,9.29,0.00,0.00,0.00,10.76,5.53,3.53,72.64,8.75,5.32,12.49,20.58,0.00,350.46,8478220.00,8089798.00,388422.00,4.60,37950.05,725025.00
2004,9,8.99,9558.10,7.60,6765.18,1.17,0.00,2.68,0.00,90.09,54.56,84.10,67.61,75.89,1.76,0.00,0.00,0.00,5.06,1.71,0.59,71.27,8.69,9.56,15.91,23.37,0.05,306.59,8501703.00,8115695.00,386008.00,4.50,37950.05,725025.00
2004,10,9.00,8822.33,7.64,6669.40,0.89,0.00,2.10,0.00,86.54,46.92,78.59,60.11,69.36,0.18,0.00,0.00,0.00,4.00,1.35,0.35,65.81,8.62,6.13,11.58,18.09,9.57,183.99,8523771.00,8140931.00,382840.00,4.50,37950.05,725025.00
2004,11,9.12,7321.91,7.61,6346.71,1.23,0.00,2.32,0.00,82.34,34.77,69.86,50.39,60.14,0.00,0.00,0.00,2.00,3.35,1.29,0.76,59.13,9.08,6.98,12.42,18.92,89.54,69.02,8544149.00,8166083.00,378066.00,4.40,37950.05,725025.00
2004,12,8.87,7776.42,7.83,6461.04,1.23,0.00,1.82,0.00,81.18,32.24,71.46,52.16,61.78,0.00,0.00,0.00,2.00,2.65,1.18,0.53,49.93,8.94,7.14,12.75,19.55,323.57,21.67,8564423.00,8192716.00,371707.00,4.30,37950.05,725025.00
2005,1,9.21,8226.31,7.92,5845.42,1.42,0.00,2.32,0.00,81.11,38.46,72.61,52.71,62.65,0.00,0.00,0.00,0.47,3.24,1.29,0.71,51.98,8.54,7.22,12.79,19.13,278.68,15.62,8585801.00,8222071.00,363730.00,4.20,39338.10,773322.00
2005,2,9.38,7352.63,8.08,5512.91,2.23,0.00,5.47,0.00,86.65,41.00,74.34,55.01,64.69,0.29,0.00,0.00,0.35,7.47,3.35,1.76,51.69,8.42,7.11,12.80,18.67,225.12,8.86,8608744.00,8254312.00,354432.00,4.10,39338.10,773322.00
2005,3,9.55,6920.88,8.19,5651.48,1.89,0.00,4.89,0.00,86.48,47.16,78.74,57.76,68.24,0.06,0.00,0.00,0.00,5.12,2.41,1.59,52.99,8.47,7.40,13.85,20.56,204.70,40.09,8634203.00,8289886.00,344317.00,4.00,39338.10,773322.00
2005,4,9.66,6570.27,8.19,5822.66,1.66,0.00,4.35,NA,92.81,56.92,84.44,66.49,75.48,4.59,0.00,0.00,0.00,6.29,3.24,1.47,54.68,9.16,8.04,14.49,20.18,81.96,45.76,8663272.00,8329149.00,334123.00,3.90,39338.10,773322.00
2005,5,9.64,7002.83,8.18,6149.53,2.89,0.00,12.62,0.00,93.21,68.77,87.34,73.33,80.35,7.82,0.00,0.00,0.00,15.00,8.53,4.18,63.81,8.72,6.53,12.59,18.80,10.94,178.86,8695190.00,8371173.00,324017.00,3.70,39338.10,773322.00
2005,6,9.56,9084.64,8.07,6758.87,1.98,0.00,5.97,0.00,96.43,71.59,91.45,76.36,83.92,24.12,0.00,0.00,0.00,9.00,3.82,1.53,71.55,8.68,6.40,13.23,20.87,0.00,298.68,8726824.00,8411709.00,315115.00,3.60,39338.10,773322.00
2005,7,9.58,10732.04,7.99,7421.56,2.05,0.00,7.23,0.00,95.72,71.83,91.80,76.25,84.04,26.35,0.00,0.00,0.00,11.41,4.29,1.88,73.45,8.70,6.26,12.66,20.80,0.06,410.84,8754904.00,8446384.00,308520.00,3.50,39338.10,773322.00
2005,8,9.66,11103.16,8.12,7365.56,1.81,0.00,5.37,0.00,94.75,68.74,90.02,73.90,81.93,17.94,0.00,0.00,0.00,6.88,3.59,1.65,73.54,8.72,5.42,12.32,21.09,0.00,408.01,8777740.00,8473795.00,303945.00,3.50,39338.10,773322.00
2005,9,9.69,10949.65,8.14,7443.75,1.80,0.00,5.68,0.00,91.17,47.33,83.55,67.16,75.36,3.88,0.00,0.00,0.00,7.88,3.41,1.82,70.49,8.39,6.68,12.40,19.19,0.02,338.95,8795704.00,8495150.00,300554.00,3.40,39338.10,773322.00
2005,10,9.80,9170.14,8.27,6875.16,1.23,0.00,2.89,0.00,85.85,43.94,78.72,60.22,69.45,0.12,0.00,0.00,0.12,4.06,2.06,0.94,63.57,8.65,7.30,12.80,19.74,56.35,194.12,8810656.00,8513684.00,296972.00,3.40,39338.10,773322.00
2005,11,9.91,6899.11,8.46,5960.60,1.35,0.00,2.72,0.00,80.36,38.06,69.70,50.03,59.86,0.00,0.00,0.00,0.88,4.59,1.29,0.71,58.52,8.77,7.06,12.35,18.72,91.54,65.64,8824665.00,8531999.00,292666.00,3.30,39338.10,773322.00
2005,12,9.81,7572.01,8.31,6102.52,0.96,0.00,1.54,0.00,82.15,35.41,72.89,52.63,62.76,0.00,0.00,0.00,0.94,2.76,0.59,0.29,49.16,8.81,6.73,12.07,18.33,326.97,12.15,8839363.00,8551488.00,287875.00,3.30,39338.10,773322.00
2006,1,11.04,8070.41,9.71,5822.80,2.23,0.00,3.82,0.00,82.95,31.13,71.13,49.29,60.22,0.00,0.00,0.00,1.94,4.06,2.18,1.29,51.36,8.74,7.47,13.34,19.51,241.80,17.33,8857207.00,8573792.00,283415.00,3.20,40971.13,800215.00
2006,2,11.15,7030.70,10.00,5451.99,0.36,0.00,0.41,0.00,87.48,42.00,77.46,55.42,66.43,0.29,0.00,0.00,0.24,0.82,0.24,0.12,48.28,8.69,7.13,13.22,19.04,276.59,11.06,8879126.00,8598835.00,280291.00,3.20,40971.13,800215.00
2006,3,11.20,6707.48,9.98,5576.41,0.82,0.00,1.44,0.00,90.57,53.46,83.99,63.39,73.70,3.29,0.00,0.00,0.00,2.29,1.00,0.41,52.01,8.98,8.00,14.05,18.72,142.13,35.81,8904085.00,8624777.00,279308.00,3.10,40971.13,800215.00
2006,4,11.30,6891.36,9.96,5902.71,1.58,0.00,3.17,0.00,94.71,56.62,87.08,66.41,76.72,10.59,0.00,0.00,0.00,4.59,1.82,0.82,59.85,8.84,8.08,14.26,19.34,16.90,118.49,8930148.00,8649505.00,280643.00,3.10,40971.13,800215.00
2006,5,11.31,7961.80,9.91,6392.15,2.28,0.00,6.26,0.00,95.59,65.64,89.71,72.56,81.14,17.41,0.00,0.00,0.00,8.00,3.65,1.88,62.79,8.79,6.82,13.22,18.29,5.19,208.84,8956067.00,8672637.00,283430.00,3.20,40971.13,800215.00
2006,6,11.39,9699.61,9.90,6958.12,1.86,0.00,6.89,0.00,94.71,69.01,90.58,74.22,82.40,19.71,0.00,0.00,0.00,10.59,4.65,2.06,69.03,8.64,6.83,13.92,19.66,0.00,325.60,8980865.00,8694097.00,286768.00,3.20,40971.13,800215.00
2006,7,11.40,10531.15,9.85,7198.20,2.03,0.00,7.07,0.00,96.38,70.38,91.42,74.95,83.19,23.94,0.00,0.00,0.00,10.35,4.88,2.00,71.48,9.07,5.99,13.47,19.83,0.00,371.81,9005742.00,8715851.00,289891.00,3.20,40971.13,800215.00
2006,8,11.47,11106.77,9.95,7340.23,2.31,0.00,7.51,0.00,93.04,63.06,88.80,72.08,80.42,13.18,0.00,0.00,0.00,8.65,4.59,2.35,72.09,9.08,5.76,12.97,19.71,0.00,391.43,9031648.00,8738246.00,293402.00,3.20,40971.13,800215.00
2006,9,11.47,10297.72,9.90,7237.08,1.11,0.00,1.98,0.00,91.35,47.59,84.00,64.06,74.04,4.59,0.00,0.00,0.00,3.29,1.12,0.65,69.13,8.99,5.42,11.75,18.33,2.98,299.67,9057913.00,8760229.00,297684.00,3.30,40971.13,800215.00
2006,10,11.45,8668.23,9.96,6695.51,1.08,0.00,2.08,0.00,85.48,40.25,75.05,56.01,65.52,0.06,0.00,0.00,0.00,3.12,1.35,0.65,61.16,9.13,6.55,11.66,17.62,42.46,177.61,9083590.00,8781154.00,302436.00,3.30,40971.13,800215.00
2006,11,11.41,7215.60,9.95,6249.16,2.06,0.00,3.95,0.00,82.76,40.94,75.06,58.17,66.61,0.00,0.00,0.00,1.06,4.41,2.35,1.12,54.41,9.11,7.25,12.68,18.77,175.62,45.35,9106522.00,8798869.00,307653.00,3.40,40971.13,800215.00
2006,12,11.19,7402.83,9.86,6085.66,0.71,0.00,2.11,0.00,82.63,36.66,72.15,54.66,63.42,0.00,0.00,0.00,1.12,4.71,1.18,0.29,56.55,8.84,7.25,12.43,18.78,167.00,47.95,9124052.00,8810905.00,313147.00,3.40,40971.13,800215.00
2007,1,11.06,7773.17,9.63,6180.64,1.56,0.00,2.66,0.00,83.61,32.72,70.76,49.62,60.19,0.00,0.00,0.00,1.76,3.82,1.41,0.71,52.72,9.13,7.05,12.46,18.46,240.48,37.64,9134930.00,8815739.00,319191.00,3.50,41137.50,803690.00
2007,2,10.99,7519.27,9.85,5493.30,0.81,0.00,1.42,0.00,86.94,41.84,78.31,57.53,67.94,0.12,0.00,0.00,0.35,2.71,0.82,0.35,47.95,8.99,6.90,12.80,19.00,284.63,13.65,9140493.00,8814183.00,326310.00,3.60,41137.50,803690.00
2007,3,11.16,6889.21,9.90,5588.23,1.04,0.00,2.08,0.00,90.27,45.00,80.36,59.12,69.74,1.35,0.00,0.00,0.06,3.88,1.29,0.53,53.72,9.13,7.76,13.57,19.20,117.93,43.02,9142170.00,8807636.00,334534.00,3.70,41137.50,803690.00
2007,4,11.23,6686.95,9.88,5795.50,0.73,0.00,1.73,0.00,91.52,55.87,85.70,65.85,75.78,5.18,0.00,0.00,0.00,3.06,1.35,0.41,54.71,9.32,7.65,13.63,19.50,78.15,79.07,9142003.00,8798066.00,343937.00,3.80,41137.50,803690.00
2007,5,11.18,7538.14,9.75,6213.31,2.35,0.00,7.35,0.00,96.11,64.93,89.22,71.92,80.56,14.47,0.00,0.00,0.00,8.82,4.29,2.24,61.23,8.70,8.03,14.07,20.26,3.04,180.93,9141715.00,8786829.00,354886.00,3.90,41137.50,803690.00
2007,6,11.23,8925.34,9.72,6670.16,2.43,0.00,8.85,0.00,95.36,70.23,91.10,74.70,82.92,24.00,0.00,0.00,0.00,12.06,5.76,3.06,69.64,9.15,6.29,13.18,20.40,0.07,299.96,9142613.00,8775500.00,367113.00,4.00,41137.50,803690.00
2007,7,11.29,10439.66,9.67,7054.37,2.00,0.00,5.35,0.00,97.19,71.89,92.44,75.97,84.23,26.71,0.00,0.00,0.00,7.47,3.18,1.82,71.84,9.33,5.01,12.42,20.16,0.00,374.99,9145503.00,8765230.00,380273.00,4.20,41137.50,803690.00
2007,8,11.28,11222.56,9.68,7310.01,1.95,0.00,6.54,0.00,93.92,68.23,89.38,73.35,81.34,16.41,0.00,0.00,0.00,10.17,4.50,1.89,72.87,9.04,5.13,11.60,18.85,0.00,421.87,9151161.00,8757015.00,394146.00,4.30,41137.50,803690.00
2007,9,11.30,10831.05,9.62,7363.32,2.43,0.00,6.87,0.00,91.18,61.23,85.04,70.75,77.88,4.41,0.00,0.00,0.00,9.56,4.39,1.83,71.06,9.40,6.12,12.97,19.95,0.00,318.04,9159913.00,8751836.00,408077.00,4.50,41137.50,803690.00
2007,10,11.31,9122.99,9.77,6833.87,0.79,0.00,1.37,0.00,83.76,43.10,76.99,56.89,66.96,0.00,0.00,0.00,0.47,2.50,0.94,0.39,67.53,9.39,7.63,13.17,20.02,19.52,239.63,9170550.00,8748573.00,421977.00,4.60,41137.50,803690.00
2007,11,11.34,7399.71,9.86,6309.39,0.96,0.00,1.88,0.00,83.51,39.57,76.00,56.99,66.50,0.00,0.00,0.00,0.59,3.22,0.89,0.44,55.42,9.31,6.38,11.64,18.15,141.07,44.01,9181161.00,8745698.00,435463.00,4.70,41137.50,803690.00
2007,12,11.19,7235.60,9.68,6097.92,1.13,0.00,2.88,0.00,80.76,30.41,70.16,50.59,60.37,0.00,0.00,0.00,2.47,5.39,2.00,0.72,57.23,8.74,5.76,11.08,17.84,169.07,43.94,9190512.00,8741669.00,448843.00,4.90,41137.50,803690.00
2008,1,11.05,8346.39,9.63,6191.09,2.03,0.00,4.51,0.00,84.01,37.65,75.40,54.45,64.93,0.00,0.00,0.00,1.18,5.56,2.67,1.17,49.49,9.05,7.06,12.97,19.80,314.12,13.40,9196485.00,8733489.00,462996.00,5.00,39992.22,770940.00
2008,2,10.96,7201.00,9.65,5740.19,1.68,0.00,3.78,0.00,86.37,41.77,76.41,56.27,66.34,0.12,0.00,0.00,0.24,5.33,2.50,1.39,53.49,9.13,6.57,12.75,19.54,189.45,34.92,9198724.00,8719858.00,478866.00,5.20,39992.22,770940.00
2008,3,11.16,6842.21,9.83,5737.72,1.71,0.00,3.06,0.00,87.73,45.48,80.73,61.04,70.91,0.12,0.00,0.00,0.00,3.89,1.94,1.11,53.79,9.29,7.65,13.86,20.68,154.44,36.22,9198990.00,8701011.00,497979.00,5.40,39992.22,770940.00
2008,4,11.31,6979.79,9.86,5921.83,0.96,0.00,1.81,0.00,94.30,56.53,87.18,67.78,77.48,9.29,0.00,0.00,0.00,3.33,1.22,0.44,57.69,9.45,7.13,13.37,19.95,59.35,76.83,9199382.00,8678489.00,520893.00,5.70,39992.22,770940.00
2008,5,11.40,7826.73,9.95,6333.88,1.90,0.00,6.87,0.00,94.87,68.20,90.36,72.79,81.57,18.06,0.00,0.00,0.00,10.17,4.83,2.00,63.84,9.40,7.54,13.63,19.79,2.99,224.32,9201544.00,8654457.00,547087.00,5.90,39992.22,770940.00
2008,6,11.58,10085.74,9.98,7073.46,1.93,0.00,8.55,0.00,94.15,68.94,89.82,73.77,81.82,16.82,0.00,0.00,0.00,11.94,6.33,3.00,69.85,9.41,5.53,13.40,20.82,0.08,316.62,9206175.00,8630845.00,575330.00,6.20,39992.22,770940.00
2008,7,11.75,10293.86,10.10,7064.96,3.60,0.00,10.77,0.00,95.24,69.95,89.59,74.96,82.26,17.18,0.00,0.00,0.00,12.22,5.33,2.89,71.37,9.30,4.88,12.44,20.50,0.00,335.00,9211717.00,8607303.00,604414.00,6.60,39992.22,770940.00
2008,8,12.11,10481.27,10.50,7061.54,1.49,0.00,3.88,0.00,92.64,63.03,88.48,73.44,80.95,11.53,0.00,0.00,0.00,6.39,2.50,1.00,72.35,9.14,6.59,13.58,22.31,0.00,351.32,9215703.00,8581875.00,633828.00,6.90,39992.22,770940.00
2008,9,12.08,10616.79,10.37,7290.64,1.71,0.00,4.52,0.00,89.95,43.31,82.42,64.83,73.64,1.53,0.00,0.00,0.12,6.28,3.11,1.50,69.97,9.52,6.99,12.61,19.74,0.80,303.43,9216123.00,8550909.00,665214.00,7.20,39992.22,770940.00
2008,10,12.09,8505.39,10.52,6553.44,0.86,0.00,1.42,0.00,87.30,38.12,74.46,52.98,63.74,0.18,0.00,0.00,1.18,2.56,0.83,0.33,61.00,9.53,7.08,12.58,19.26,67.49,151.22,9211877.00,8511125.00,700752.00,7.60,39992.22,770940.00
2008,11,11.97,6875.92,10.53,6048.96,1.10,0.00,1.55,0.00,82.41,38.66,74.08,54.45,64.23,0.12,0.00,0.00,1.12,2.72,0.94,0.28,51.56,9.62,6.35,11.74,18.57,233.60,28.49,9202528.00,8461341.00,741187.00,8.10,39992.22,770940.00
2008,12,11.98,7528.57,10.57,5892.31,0.72,0.00,1.46,0.00,81.34,30.14,70.39,48.24,59.31,0.00,0.00,0.00,3.47,3.28,0.83,0.39,53.93,9.05,6.34,11.96,18.80,212.49,16.43,9189256.00,8403601.00,785655.00,8.50,39992.22,770940.00
2009,1,12.58,7855.44,11.07,6067.19,0.74,0.00,1.10,0.00,82.34,29.07,71.04,48.18,59.62,0.00,0.00,0.00,2.88,1.89,0.72,0.22,47.42,9.26,6.39,12.33,18.99,341.92,7.48,9174390.00,8342876.00,831514.00,9.10,37479.48,722825.00
2009,2,12.74,7772.40,11.38,5494.85,1.20,0.00,2.58,0.00,86.76,37.28,77.57,56.42,66.98,0.18,0.00,0.00,0.59,3.50,1.67,0.94,46.03,9.53,6.86,12.77,19.27,298.68,3.79,9161031.00,8285939.00,875092.00,9.60,37479.48,722825.00
2009,3,12.60,6660.65,11.16,5550.77,1.67,0.00,3.21,0.00,89.48,43.94,81.37,61.08,71.23,1.35,0.00,0.00,0.06,3.00,1.50,0.89,54.25,9.40,7.51,13.74,20.03,145.89,31.40,9151372.00,8239221.00,912151.00,10.00,37479.48,722825.00
2009,4,12.38,6646.80,10.89,5879.79,2.84,0.00,9.98,0.00,92.74,61.77,86.04,68.93,77.48,6.88,0.00,0.00,0.00,10.78,6.06,2.78,57.85,9.46,8.14,14.55,21.27,54.53,87.50,9145102.00,8204633.00,940469.00,10.30,37479.48,722825.00
2009,5,12.26,7740.82,10.73,6326.43,1.60,0.00,5.87,0.00,97.88,66.90,90.96,73.79,82.38,19.59,0.00,0.00,0.00,8.83,3.83,1.94,66.77,9.43,6.75,13.38,20.37,5.09,213.19,9139428.00,8178608.00,960820.00,10.50,37479.48,722825.00
2009,6,12.23,9367.05,10.57,6845.36,1.69,0.00,7.03,0.00,94.95,68.71,90.53,74.54,82.51,20.41,0.00,0.00,0.00,11.39,5.00,1.89,71.17,9.27,5.68,12.67,20.60,0.00,352.22,9132122.00,8157108.00,975014.00,10.70,37479.48,722825.00
2009,7,12.36,10874.48,10.57,7233.42,1.60,0.00,6.34,0.00,94.76,69.86,90.69,75.20,82.95,22.47,0.00,0.00,0.00,11.67,3.89,1.61,71.83,9.49,5.06,12.29,20.41,0.00,370.43,9121295.00,8136019.00,985276.00,10.80,37479.48,722825.00
2009,8,12.25,10491.42,10.50,7087.87,2.37,0.00,6.75,0.00,92.81,63.29,88.96,73.75,81.36,13.41,0.00,0.00,0.00,9.78,4.11,1.89,72.42,9.50,4.89,11.80,19.71,0.00,372.50,9107134.00,8113635.00,993499.00,10.90,37479.48,722825.00
2009,9,12.34,10051.49,10.51,7161.17,1.07,0.00,2.52,0.00,93.22,48.58,85.66,68.19,76.93,9.35,0.00,0.00,0.00,3.94,1.67,0.67,71.58,9.52,4.93,11.06,18.24,1.05,315.81,9092846.00,8092134.00,1000712.00,11.00,37479.48,722825.00
2009,10,12.34,9089.24,10.63,6807.62,1.33,0.00,2.39,0.00,85.84,42.58,77.30,58.80,68.06,0.29,0.00,0.00,0.06,3.33,1.28,0.89,66.54,9.54,5.76,11.18,18.00,42.20,237.59,9082164.00,8074964.00,1007200.00,11.10,37479.48,722825.00
2009,11,12.49,7549.17,10.85,6290.85,1.95,0.00,5.17,0.00,84.06,37.93,71.40,54.33,62.88,0.06,0.00,0.00,0.65,6.83,3.11,1.78,57.24,9.39,6.13,11.26,18.07,145.48,59.02,9081076.00,8067589.00,1013487.00,11.20,37479.48,722825.00
2009,12,12.22,7484.72,10.63,6164.70,1.54,0.00,3.60,0.00,80.94,26.13,64.91,44.05,54.46,0.00,0.00,0.00,7.00,5.17,2.39,1.06,54.28,9.18,6.91,12.54,19.81,275.24,39.37,9092393.00,8073744.00,1018649.00,11.20,37479.48,722825.00
2010,1,9.34,9665.20,7.52,6100.89,1.54,0.00,3.86,0.00,76.77,34.05,64.59,44.86,54.75,0.00,0.00,0.00,3.41,6.67,2.78,0.89,42.65,9.40,6.99,12.81,19.80,506.44,9.99,9114179.00,8093722.00,1020457.00,11.20,38088.52,723549.00
2010,2,11.49,7757.75,10.09,5541.87,2.33,0.00,5.86,0.00,81.11,36.36,70.70,50.42,60.56,0.00,0.00,0.00,0.82,6.39,4.00,1.61,42.97,9.56,7.10,13.43,20.39,439.27,3.42,9140677.00,8122875.00,1017802.00,11.10,38088.52,723549.00
2010,3,11.54,7412.44,10.16,5370.10,1.90,0.00,3.92,0.00,87.26,50.87,80.88,61.31,71.07,0.00,0.00,0.00,0.00,4.00,2.06,1.44,48.42,9.56,7.29,13.79,20.73,302.53,6.91,9167124.00,8155204.00,1011920.00,11.00,38088.52,723549.00
2010,4,11.63,5962.36,10.05,5662.50,1.45,0.00,3.34,0.00,94.39,63.76,87.78,70.84,79.33,10.71,0.00,0.00,0.00,4.44,2.06,1.06,59.21,9.52,7.00,12.89,19.24,40.37,60.08,9190963.00,8185992.00,1004971.00,10.90,38088.52,723549.00
2010,5,11.55,7346.30,9.94,6338.98,1.63,0.00,5.65,0.00,97.55,70.06,92.50,75.19,83.84,25.41,0.00,0.00,0.00,9.83,3.72,1.44,68.91,9.34,6.48,12.30,18.60,0.40,267.39,9210648.00,8211878.00,998770.00,10.80,38088.52,723549.00
2010,6,11.65,9723.47,9.79,7146.10,1.83,0.00,5.72,0.00,97.90,70.65,91.89,76.36,84.09,23.59,0.00,0.00,0.00,8.67,3.94,1.61,73.30,9.57,5.43,12.40,20.29,0.00,391.34,9226032.00,8229953.00,996079.00,10.80,38088.52,723549.00
